,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,hour,weekend,weekday
10911,40.760999999999996,-73.964,40.766999999999996,-73.986,8,1,1
18428,40.773,-73.946,40.753,-73.967,17,1,1
24881,40.719,-73.98899999999998,40.727,-73.98899999999998,4,1,1
11385,40.759,-73.98899999999998,40.788000000000004,-73.977,21,1,1
45233,40.775999999999996,-73.96,40.751,-73.971,15,1,1
46654,40.705999999999996,-74.007,40.772,-73.982,23,1,1
14449,40.779,-73.977,40.751999999999995,-73.976,14,1,1
13898,40.758,-73.98899999999998,40.815,-73.957,4,1,1
7982,40.764,-73.975,40.702,-74.013,11,1,1
8007,40.726,-74.008,40.734,-73.98100000000002,22,1,1
16727,40.764,-73.98899999999998,40.743,-74.0,14,1,1
50172,40.773,-73.955,40.775,-73.738,19,1,1
37779,40.774,-73.873,40.69300000000001,-73.999,8,1,1
17309,40.757,-74.002,40.771,-73.994,14,1,1
53779,40.771,-73.959,40.79,-73.96600000000002,13,1,1
48359,40.785,-73.97,40.771,-73.979,15,1,1
50439,40.741,-73.983,40.741,-73.979,18,1,1
15400,40.645,-73.777,40.765,-73.977,6,1,1
8458,40.727,-74.0,40.76,-73.96600000000002,0,1,1
59472,40.759,-73.98899999999998,40.76300000000001,-73.972,11,1,1
56680,40.768,-73.982,40.784,-73.976,16,1,1
6125,40.73,-73.97800000000002,40.721,-73.99600000000002,18,1,1
14325,40.775999999999996,-73.976,40.778,-73.956,10,1,1
36032,40.751999999999995,-73.994,40.741,-73.998,2,1,1
27703,40.756,-73.972,40.757,-73.99,14,1,1
41756,40.741,-74.002,40.741,-73.987,9,1,1
42395,40.743,-74.00399999999998,40.743,-74.00399999999998,5,1,1
46716,40.709,-74.006,40.751,-73.975,22,1,1
21005,40.75,-73.994,40.755,-73.972,8,1,1
30898,40.774,-73.959,40.75,-73.991,17,1,1
15152,40.773,-73.98100000000002,40.757,-73.967,19,1,1
59387,40.751999999999995,-73.98,40.762,-73.976,15,1,1
44002,40.744,-74.007,40.753,-73.979,19,1,1
15258,40.774,-73.98899999999998,40.779,-73.988,15,1,1
60699,40.746,-73.98,40.732,-73.985,20,1,1
2929,40.762,-73.975,40.766,-73.955,13,1,1
51229,40.72,-74.008,40.75,-73.995,10,1,1
22988,40.749,-73.982,40.758,-73.979,11,1,1
245,40.765,-73.932,40.755,-73.942,13,1,1
8624,40.747,-73.99,40.756,-73.991,11,1,1
23676,40.746,-73.984,40.751999999999995,-73.97399999999998,13,1,1
46747,40.768,-73.98100000000002,40.758,-73.98,7,1,1
43633,40.753,-73.986,40.759,-73.979,15,1,1
59869,40.76,-73.987,40.782,-73.983,21,1,1
1300,40.723,-73.982,40.745,-73.983,12,1,1
29051,40.76,-73.965,40.76300000000001,-73.97399999999998,22,1,1
45014,40.785,-73.94800000000002,40.788000000000004,-73.967,0,1,1
19944,40.758,-73.97399999999998,40.773,-73.977,12,1,1
13062,40.742,-74.00399999999998,40.762,-73.977,17,1,1
60862,40.773,-73.95100000000002,40.754,-73.979,8,1,1
60080,40.713,-74.009,40.758,-73.98899999999998,2,1,1
18835,40.744,-73.98100000000002,40.78,-73.947,2,1,1
21219,40.735,-74.006,40.771,-73.98,7,2,2
54518,40.758,-73.973,40.738,-73.988,23,1,1
12739,40.830999999999996,-73.94800000000002,40.794000000000004,-73.973,5,1,1
27663,40.760999999999996,-73.969,40.739000000000004,-73.999,14,1,1
13554,40.758,-73.971,40.734,-73.999,11,1,1
52960,40.762,-73.986,40.744,-73.98100000000002,19,1,1
954,40.777,-73.979,40.772,-73.982,2,1,1
35209,40.705,-74.009,40.707,-74.008,6,1,1
24415,40.771,-73.96,40.755,-73.98,10,1,1
58555,40.703,-73.99,40.751999999999995,-73.967,19,1,1
27741,40.78,-73.982,40.766,-73.96,8,1,1
43567,40.743,-73.992,40.713,-74.01100000000002,7,1,1
18562,40.76,-74.003,40.751999999999995,-73.971,9,2,2
58065,40.773,-73.955,40.777,-73.954,19,1,1
31077,40.755,-73.992,40.744,-73.976,21,1,1
46789,40.736999999999995,-73.97800000000002,40.772,-73.95,16,1,1
25359,40.774,-73.982,40.744,-73.982,12,1,1
46553,40.759,-73.967,40.754,-73.969,8,1,1
49599,40.823,-73.953,40.775,-73.964,16,1,1
50345,40.645,-73.782,40.804,-73.968,15,1,1
21022,40.793,-73.973,40.815,-73.961,19,1,1
31634,40.760999999999996,-73.972,40.713,-73.97800000000002,19,1,1
52533,40.751,-73.986,40.711,-73.96,21,1,1
41656,40.77,-73.863,40.713,-73.993,22,1,1
51938,40.727,-73.986,40.749,-73.991,15,1,1
35716,40.747,-74.002,40.719,-73.846,14,1,1
57828,40.777,-73.979,40.804,-73.964,20,1,1
25633,40.72,-74.00399999999998,40.667,-73.988,0,1,1
7573,40.74800000000001,-73.988,40.74,-74.006,13,1,1
38813,40.796,-73.971,40.874,-73.858,22,1,1
52727,40.782,-73.983,40.782,-73.983,10,1,1
2098,40.765,-73.972,40.77,-73.984,14,1,1
24703,40.687,-73.991,40.671,-73.995,0,1,1
459,40.76300000000001,-73.986,40.789,-73.971,21,1,1
55952,40.759,-73.986,40.76300000000001,-73.97399999999998,9,1,1
331,40.749,-73.991,40.777,-73.949,23,1,1
24947,40.751999999999995,-73.97399999999998,40.817,-73.946,23,1,1
11082,40.787,-73.975,40.772,-73.98100000000002,15,1,1
47814,40.786,-73.97800000000002,40.766999999999996,-73.971,15,1,1
6463,40.749,-73.991,40.751999999999995,-73.987,8,1,1
37470,40.713,-74.009,40.732,-74.001,18,1,1
47527,40.739000000000004,-74.0,40.751999999999995,-73.97800000000002,13,1,1
2425,40.758,-73.98899999999998,40.739000000000004,-74.008,18,1,1
58396,40.766999999999996,-73.962,40.782,-73.956,16,1,1
38801,40.758,-73.976,40.771,-73.96600000000002,13,1,1
51756,40.758,-74.001,40.757,-73.985,16,1,1
28514,40.766999999999996,-73.959,40.754,-73.97399999999998,5,1,1
12271,40.728,-73.988,40.771,-73.957,23,1,1
46169,40.728,-73.985,40.727,-73.977,15,1,1
47858,40.719,-74.009,40.715,-74.014,7,1,1
32285,40.781,-73.98100000000002,40.782,-73.98100000000002,16,1,1
9446,40.75,-73.991,40.745,-73.972,19,1,1
3473,40.74,-73.984,40.717,-73.952,18,1,1
7338,40.779,-73.954,40.75,-73.977,23,1,1
52868,40.769,-73.982,40.774,-73.98899999999998,21,1,1
34002,40.74800000000001,-73.991,40.741,-73.984,18,1,1
27923,40.743,-73.89699999999998,40.74800000000001,-73.987,18,1,1
12441,40.645,-73.777,40.696999999999996,-73.736,16,1,1
25963,40.716,-74.007,40.736999999999995,-73.988,22,1,1
25109,40.729,-74.001,40.796,-73.973,11,1,1
34241,40.744,-73.992,40.753,-73.979,7,1,1
11868,40.775,-73.954,40.766,-73.96300000000002,12,1,1
39017,40.768,-73.925,40.756,-73.942,0,1,1
44236,40.745,-73.983,40.73,-73.975,20,1,1
25746,40.723,-73.998,40.72,-74.008,21,1,1
12300,40.738,-74.0,40.76,-73.961,4,1,1
49487,40.762,-73.968,40.753,-73.97399999999998,14,1,1
8971,40.756,-73.975,40.705,-74.009,17,1,1
36650,40.779,-73.982,40.787,-73.975,13,1,1
35189,40.743,-73.988,40.723,-73.983,1,1,1
7475,40.741,-73.979,40.741,-74.007,19,1,1
26492,40.762,-73.972,40.765,-73.955,9,1,1
35388,40.742,-73.993,40.760999999999996,-73.979,11,1,1
35719,40.749,-73.992,40.741,-73.979,8,1,1
21082,40.732,-73.982,40.742,-73.975,6,2,2
11565,40.762,-73.979,40.645,-73.77600000000002,7,1,1
38868,40.755,-73.968,40.762,-73.96,22,1,1
701,40.766,-73.991,40.759,-73.982,6,1,1
31507,40.691,-73.98899999999998,40.692,-73.991,10,1,1
47317,40.765,-73.983,40.759,-73.97,15,1,1
60133,40.798,-73.969,40.747,-74.001,19,1,1
46523,40.734,-73.987,40.724000000000004,-74.006,6,1,1
28509,40.768,-73.959,40.783,-73.952,20,1,1
6900,40.74800000000001,-73.99600000000002,40.764,-73.988,16,1,1
55601,40.758,-73.975,40.757,-73.985,23,1,1
32665,40.760999999999996,-73.991,40.759,-73.971,21,1,1
10533,40.78,-73.957,40.751,-73.987,12,1,1
24698,40.766999999999996,-73.954,40.764,-73.962,12,1,1
23781,40.751999999999995,-73.984,40.758,-73.973,10,1,1
7668,40.787,-73.945,40.78,-73.97399999999998,18,1,1
47815,40.723,-73.988,40.751,-73.976,1,1,1
46867,40.744,-73.992,40.769,-73.99600000000002,14,1,1
37061,40.760999999999996,-73.999,40.806999999999995,-73.964,11,1,1
51723,40.749,-73.973,40.764,-73.972,9,1,1
190,40.777,-73.952,40.719,-73.986,21,1,1
49262,40.721,-73.98899999999998,40.74800000000001,-73.971,22,1,1
34789,40.758,-73.972,40.705999999999996,-74.006,8,1,1
43556,40.751,-73.97399999999998,40.755,-73.877,20,1,1
3225,40.728,-74.032,40.728,-74.032,2,1,1
60314,40.749,-73.992,40.758,-73.987,17,1,1
46999,40.760999999999996,-73.97399999999998,40.778,-73.957,14,1,1
44795,40.724000000000004,-74.0,40.747,-74.009,17,1,1
29083,40.742,-73.986,40.762,-73.98,12,1,1
20619,40.772,-73.959,40.739000000000004,-73.991,9,1,1
51691,40.721,-74.001,40.741,-73.99600000000002,14,1,1
9020,40.756,-73.986,40.768,-73.956,0,1,1
45694,40.759,-73.96600000000002,40.733000000000004,-73.984,9,1,1
17038,40.743,-74.00399999999998,40.739000000000004,-73.995,17,1,1
3140,40.717,-73.98899999999998,40.695,-73.931,22,1,1
11808,40.762,-73.984,40.645,-73.77600000000002,9,1,1
5212,40.75,-73.992,40.756,-73.99,5,1,1
42330,40.747,-73.979,40.764,-73.984,13,1,1
38366,40.724000000000004,-73.979,40.746,-73.957,16,1,1
7883,40.76300000000001,-73.921,40.762,-73.915,2,1,1
26849,40.772,-73.946,40.783,-73.958,15,1,1
6340,40.769,-73.954,40.774,-73.873,10,1,1
27051,40.774,-73.873,40.756,-73.97399999999998,10,1,1
57518,40.762,-73.98,40.755,-73.97,12,1,1
27633,40.733000000000004,-73.991,40.717,-74.017,18,1,1
41826,40.77,-73.98100000000002,40.779,-73.953,11,1,1
36177,40.768,-73.987,40.75,-73.991,10,1,1
42941,40.708,-74.009,40.768,-73.99600000000002,11,1,1
16696,40.76,-73.975,40.744,-73.982,20,1,1
7505,40.772,-73.956,40.731,-73.986,17,1,1
52599,40.765,-73.961,40.728,-73.98899999999998,19,1,1
5174,40.765,-73.982,40.738,-73.992,22,1,1
26341,40.757,-73.99,40.760999999999996,-73.987,15,1,1
20294,40.75,-73.992,40.806,-73.96600000000002,13,1,1
18872,40.735,-73.983,40.715,-74.014,8,1,1
5088,40.756,-73.984,40.766,-73.993,22,1,1
15336,40.724000000000004,-73.992,40.718,-73.993,20,1,1
51861,40.779,-73.954,40.796,-73.949,14,1,1
39562,40.719,-73.994,40.722,-73.986,20,1,1
15067,40.758,-73.982,40.78,-73.985,14,1,1
50971,40.718,-74.014,40.742,-74.00399999999998,6,1,1
42638,40.747,-74.002,40.741,-73.98899999999998,10,1,1
50437,40.755,-73.976,40.724000000000004,-74.005,12,1,1
57581,40.765,-73.97399999999998,40.756,-73.987,16,1,1
46770,40.774,-73.96300000000002,40.757,-73.968,12,1,1
39726,40.743,-73.985,40.768,-73.968,11,1,1
44607,40.75,-73.984,40.77,-73.954,16,1,1
39381,40.746,-73.97800000000002,40.757,-73.99,12,2,2
7957,40.754,-73.98100000000002,40.744,-74.033,22,1,1
19049,40.764,-73.987,40.794000000000004,-73.969,20,1,1
36191,40.744,-73.987,40.736999999999995,-73.993,8,1,1
47810,40.757,-73.973,40.76,-73.982,10,1,1
28305,40.774,-73.982,40.751,-73.976,9,1,1
9124,40.734,-73.991,40.713,-74.01100000000002,23,1,1
22371,40.75,-73.979,40.759,-73.984,0,1,1
38926,40.755,-73.98100000000002,40.757,-73.961,15,1,1
43330,40.738,-73.97800000000002,40.779,-73.94800000000002,19,1,1
6802,40.760999999999996,-73.969,40.745,-73.977,12,1,1
40832,40.76300000000001,-73.988,40.75,-73.991,18,1,1
49615,40.778,-73.979,40.796,-73.972,17,1,1
5447,40.717,-74.01100000000002,40.745,-74.0,18,1,1
51279,40.760999999999996,-73.983,40.751999999999995,-73.968,13,1,1
40358,40.731,-74.001,40.75,-73.991,0,1,1
665,40.723,-74.008,40.73,-73.991,20,1,1
24974,40.747,-73.997,40.733000000000004,-73.993,20,1,1
58703,40.771,-73.98100000000002,40.78,-73.987,8,1,1
2926,40.76,-73.961,40.788000000000004,-73.977,19,1,1
4373,40.781,-73.976,40.772,-73.952,13,1,1
9056,40.76300000000001,-73.993,40.771,-73.991,0,1,1
16022,40.75,-73.982,40.766,-73.964,20,1,1
22379,40.725,-73.99600000000002,40.744,-74.006,8,1,1
44751,40.771,-73.976,40.736999999999995,-73.982,11,1,1
34155,40.765,-73.975,40.744,-73.88600000000002,1,1,1
35468,40.796,-73.971,40.792,-73.97399999999998,17,1,1
27825,40.777,-73.982,40.89,-73.904,18,1,1
33507,40.751,-74.005,40.743,-73.994,17,1,1
57527,40.725,-73.97800000000002,40.736,-73.993,1,1,1
12873,40.805,-73.955,40.8,-73.967,23,1,1
17876,40.751,-73.972,40.762,-73.97,14,1,1
54760,40.786,-73.95,40.773,-73.979,18,1,1
18891,40.72,-73.988,40.731,-73.982,19,1,1
36257,40.754,-73.99,40.760999999999996,-73.97,11,1,1
25048,40.775999999999996,-73.985,40.759,-73.988,11,1,1
37015,40.751999999999995,-73.977,40.753,-73.998,9,1,1
27003,40.757,-73.986,40.747,-73.973,14,1,1
13165,40.838,-73.942,40.812,-73.95100000000002,8,1,1
19102,40.736999999999995,-74.006,40.734,-73.994,11,1,1
22873,40.765,-73.971,40.775,-73.96300000000002,13,1,1
59657,40.751,-73.994,40.754,-73.979,10,1,1
6423,40.726,-74.001,40.72,-74.009,16,1,1
2701,40.75,-73.994,40.76300000000001,-73.984,10,1,1
17877,40.745,-73.985,40.845,-73.942,21,1,1
39298,40.76,-73.967,40.733000000000004,-74.00399999999998,1,1,1
57498,40.769,-73.962,40.76300000000001,-73.97399999999998,8,1,1
46357,40.734,-73.999,40.769,-73.98899999999998,11,1,1
39905,40.733000000000004,-73.994,40.715,-74.001,9,1,1
42144,40.739000000000004,-74.008,40.739000000000004,-74.001,22,1,1
22701,40.751999999999995,-73.975,40.732,-74.002,4,1,1
54341,40.757,-73.994,40.729,-74.01100000000002,17,1,1
19970,40.76300000000001,-73.969,40.758,-73.98,15,1,1
21932,40.755,-73.984,40.739000000000004,-73.985,14,1,1
53164,40.744,-74.007,40.613,-73.949,1,1,1
44088,40.764,-73.977,40.775,-73.984,18,1,1
54502,40.76,-73.97,40.766999999999996,-73.881,9,1,1
10295,40.731,-73.992,40.721,-73.983,11,1,1
14085,40.744,-73.984,40.756,-73.98899999999998,16,1,1
2746,40.727,-73.99600000000002,40.717,-74.013,8,1,1
16205,40.765,-73.97399999999998,40.779,-73.961,17,1,1
2670,40.76,-73.965,40.766999999999996,-73.955,16,1,1
4137,40.723,-74.006,40.713,-74.009,21,1,1
34264,40.749,-73.98899999999998,40.758,-73.972,23,1,1
16977,40.733000000000004,-73.997,40.766,-73.953,7,1,1
44145,40.760999999999996,-73.991,40.733000000000004,-73.992,13,1,1
1462,40.736999999999995,-73.988,40.75,-73.982,9,1,1
1397,40.795,-73.94,40.8,-73.954,17,1,1
50872,40.741,-74.002,40.76,-73.961,18,1,1
44038,40.738,-73.993,40.765,-73.987,22,1,1
23078,40.733000000000004,-73.987,40.746,-73.984,16,1,1
33697,40.775,-73.962,40.77,-73.958,15,1,1
18582,40.687,-73.976,40.705,-74.007,7,1,1
46700,40.782,-73.95100000000002,40.746,-73.982,9,1,1
6299,40.787,-73.972,40.766999999999996,-73.982,12,1,1
6977,40.743,-73.97399999999998,40.751,-73.97399999999998,9,1,1
33416,40.778,-73.982,40.762,-73.982,14,1,1
11944,40.794000000000004,-73.96300000000002,40.758,-73.985,10,1,1
9682,40.74800000000001,-73.984,40.764,-73.98100000000002,23,1,1
8740,40.73,-73.993,40.758,-73.98899999999998,19,1,1
30298,40.733000000000004,-73.98100000000002,40.736999999999995,-73.97800000000002,8,1,1
17968,40.736,-74.003,40.725,-73.993,18,1,1
29796,40.77,-73.955,40.78,-73.956,11,1,1
31223,40.727,-73.99600000000002,40.728,-74.007,14,1,1
2465,40.775,-73.988,40.775,-73.977,20,1,1
58556,40.743,-73.992,40.738,-73.988,18,1,1
41967,40.74,-73.988,40.77,-73.984,18,1,1
21133,40.743,-74.006,40.734,-73.988,2,1,1
18146,40.72,-73.98899999999998,40.725,-74.00399999999998,20,1,1
23343,40.731,-74.001,40.76,-73.987,23,1,1
7568,40.755,-73.971,40.777,-73.956,22,1,1
27177,40.733000000000004,-73.99600000000002,40.726,-73.998,8,1,1
52388,40.755,-73.982,40.757,-73.961,21,1,1
27675,40.726,-74.008,40.711,-74.009,17,1,1
31309,40.775,-73.982,40.777,-73.983,16,1,1
727,40.769,-73.983,40.72,-73.988,0,1,1
54595,40.727,-74.001,40.73,-73.993,17,1,1
51781,40.771,-73.95100000000002,40.78,-73.955,10,1,1
39995,40.77,-73.955,40.739000000000004,-73.985,14,1,1
41440,40.71,-74.01,40.758,-73.82300000000002,23,1,1
24313,40.768,-73.982,40.758,-73.976,15,1,1
34079,40.727,-74.001,40.707,-73.952,4,1,1
19715,40.774,-73.87100000000002,40.705,-73.814,13,1,1
39591,40.758,-73.985,40.751,-73.99,16,1,1
29204,40.726,-74.001,40.749,-73.992,20,1,1
14719,40.743,-73.98899999999998,40.709,-74.007,23,1,1
31277,40.747,-73.891,40.747,-73.9,10,1,1
9463,40.743,-73.991,40.736,-73.97800000000002,20,1,1
7660,40.782,-73.956,40.777,-73.949,19,1,1
45534,40.757,-73.973,40.711,-74.008,20,1,1
54089,40.786,-73.972,40.769,-73.964,14,1,1
52211,40.760999999999996,-73.975,40.753,-73.968,13,1,1
2246,40.684,-73.97399999999998,40.684,-73.97399999999998,8,1,1
20177,40.732,-73.988,40.742,-74.005,0,1,1
16684,40.745,-73.999,40.754,-73.992,13,1,1
27468,40.783,-73.95100000000002,40.753,-73.975,14,1,1
27801,40.764,-73.969,40.772,-73.96600000000002,7,1,1
57717,40.756,-73.991,40.806,-73.965,12,1,1
38470,40.774,-73.873,40.775999999999996,-73.986,18,1,1
25860,40.708,-74.012,40.707,-74.012,13,1,1
52517,40.747,-73.994,40.727,-74.006,15,1,1
53580,40.765,-73.96600000000002,40.75,-73.979,20,1,1
41072,40.758,-73.993,40.762,-73.99600000000002,11,1,1
17774,40.76,-73.965,40.74800000000001,-73.98100000000002,8,1,1
7830,40.731,-73.98899999999998,40.716,-73.986,3,1,1
50296,40.766,-73.976,40.71,-73.965,1,1,1
13860,40.753,-73.99,40.751,-73.98100000000002,9,1,1
32834,40.739000000000004,-73.991,40.711,-74.015,8,1,1
51597,40.753,-73.97800000000002,40.751,-73.991,18,1,1
48342,40.755,-73.98,40.760999999999996,-73.971,22,1,1
39031,40.757,-73.998,40.76,-73.985,13,1,1
44140,40.786,-73.976,40.805,-73.939,20,1,1
34097,40.760999999999996,-73.97399999999998,40.694,-73.804,22,1,1
48557,40.725,-73.98100000000002,40.739000000000004,-73.995,19,1,1
22365,40.801,-73.968,40.76300000000001,-73.98899999999998,6,1,1
3984,40.75,-73.977,40.733000000000004,-74.003,18,1,1
51082,40.718,-74.006,40.760999999999996,-73.987,14,1,1
28309,40.768,-73.986,40.736,-74.008,1,1,1
12898,40.749,-73.98899999999998,40.739000000000004,-73.982,2,1,1
1686,40.771,-73.99,40.751,-73.987,20,1,1
24452,40.645,-73.777,40.669000000000004,-73.95100000000002,20,1,1
23,40.792,-73.968,40.774,-73.98100000000002,17,1,1
47489,40.735,-74.008,40.728,-73.999,23,1,1
58228,40.751,-73.991,40.71,-73.998,22,1,1
111,40.723,-74.005,40.708,-74.012,0,1,1
14666,40.771,-73.953,40.778,-73.96300000000002,21,1,1
36499,40.743,-73.982,40.749,-73.982,13,1,1
21786,40.755,-73.972,40.644,-73.782,4,1,1
44686,40.719,-74.005,40.725,-74.00399999999998,20,1,1
52313,40.749,-74.006,40.729,-74.005,9,1,1
58342,40.762,-73.969,40.668,-73.983,20,1,1
28619,40.734,-74.002,40.744,-73.992,16,1,1
3900,40.774,-73.875,40.716,-73.94800000000002,17,1,1
16271,40.764,-73.977,40.754,-73.98,8,1,1
2291,40.766,-73.961,40.773,-73.965,8,1,1
40161,40.708,-74.012,40.726,-74.0,21,1,1
60540,40.788000000000004,-73.975,40.773,-73.99,1,1,1
21450,40.733000000000004,-74.0,40.719,-74.005,17,1,1
38248,40.731,-73.997,40.702,-73.956,22,1,1
56940,40.727,-73.983,40.797,-73.935,4,1,1
17874,40.775,-73.961,40.771,-73.96600000000002,11,1,1
21509,40.76,-73.991,40.742,-74.007,7,1,1
1213,40.753,-73.977,40.736,-73.997,12,1,1
56817,40.766999999999996,-73.994,40.736999999999995,-74.005,15,1,1
2786,40.76,-73.97399999999998,40.764,-73.997,21,1,1
21883,40.760999999999996,-73.982,40.899,-73.905,14,1,1
54252,40.749,-74.005,40.753,-74.001,9,1,1
19568,40.757,-73.971,40.745,-73.982,19,1,1
33919,40.709,-74.002,40.774,-73.949,7,1,1
18362,40.728,-73.985,40.757,-73.983,21,1,1
6554,40.769,-73.965,40.76,-73.971,18,1,1
22801,40.723,-73.993,40.762,-73.968,14,1,1
4339,40.758,-73.988,40.74800000000001,-73.988,23,1,1
38834,40.744,-73.999,40.765,-73.987,1,1,1
39625,40.753,-73.96600000000002,40.745,-73.979,19,1,1
34308,40.771,-73.957,40.736999999999995,-73.984,4,1,1
42324,40.756,-73.98100000000002,40.765,-73.983,17,1,1
17879,40.758,-73.987,40.742,-73.98899999999998,13,1,1
48632,40.649,-73.783,40.755,-73.986,11,1,1
6747,40.735,-73.99,40.738,-74.002,19,2,2
56840,40.753,-73.976,40.747,-73.99,10,1,1
28974,40.728,-73.991,40.757,-73.986,1,1,1
6610,40.757,-73.99,40.746,-73.99,3,1,1
46218,40.745,-73.986,40.757,-73.984,18,1,1
12881,40.775999999999996,-73.99,40.733000000000004,-73.992,22,1,1
41830,40.747,-73.993,40.769,-73.973,17,1,1
46253,40.769,-73.98100000000002,40.794000000000004,-73.967,19,1,1
10626,40.765,-73.983,40.756,-73.99,16,1,1
33274,40.773,-73.946,40.778,-73.954,21,1,1
38761,40.744,-74.007,40.754,-73.999,18,1,1
46674,40.751,-73.991,40.745,-73.995,16,1,1
12715,40.764,-73.985,40.834,-73.94,4,1,1
240,40.751999999999995,-73.977,40.72,-74.01,13,1,1
4402,40.755,-73.973,40.74800000000001,-74.007,7,1,1
50247,40.675,-73.971,40.687,-73.98,8,1,1
12256,40.79,-73.954,40.785,-73.958,7,1,1
23637,40.721,-73.994,40.738,-73.988,2,1,1
39910,40.835,-73.945,40.826,-73.95100000000002,9,1,1
54843,40.739000000000004,-73.983,40.746,-73.986,10,1,1
13200,40.649,-73.78399999999998,40.647,-73.8,10,1,1
39287,40.722,-74.00399999999998,40.734,-73.993,19,1,1
54522,40.751999999999995,-74.00399999999998,40.734,-73.99600000000002,2,1,1
11927,40.762,-73.969,40.768,-73.982,18,1,1
27174,40.75,-73.994,40.823,-73.955,23,1,1
47211,40.722,-73.993,40.718,-74.0,14,1,1
53687,40.756,-73.99600000000002,40.72,-73.985,19,1,1
47351,40.733000000000004,-73.984,40.725,-73.997,10,1,1
38446,40.695,-73.984,40.74,-73.986,1,1,1
17086,40.762,-73.985,40.715,-74.014,8,1,1
53433,40.795,-73.96600000000002,40.774,-73.98899999999998,17,1,1
40220,40.726,-73.997,40.751,-73.979,20,1,1
49766,40.774,-73.98899999999998,40.749,-73.992,8,1,1
35115,40.747,-73.982,40.751999999999995,-73.98100000000002,17,1,1
22476,40.741,-73.99,40.753,-73.993,19,1,1
53021,40.753,-73.98899999999998,40.741,-73.976,8,1,1
56771,40.74800000000001,-73.988,40.828,-73.847,22,1,1
6385,40.74800000000001,-73.98100000000002,40.738,-74.008,10,1,1
16123,40.762,-73.967,40.764,-73.956,15,1,1
37312,40.735,-73.991,40.72,-73.979,17,1,1
54804,40.738,-73.984,40.725,-73.991,1,1,1
2612,40.75,-73.969,40.764,-73.965,19,1,1
32714,40.733000000000004,-73.955,40.738,-74.00399999999998,4,1,1
60803,40.78,-73.956,40.768,-73.96600000000002,9,1,1
15948,40.768,-73.964,40.76300000000001,-73.977,17,1,1
21430,40.802,-73.961,40.796,-73.943,18,1,1
46034,40.774,-73.87100000000002,40.755,-73.993,10,1,1
569,40.749,-73.98899999999998,40.765,-73.955,11,1,1
50346,40.766999999999996,-73.955,40.745,-73.977,8,1,1
53827,40.766,-73.991,40.775999999999996,-73.962,13,1,1
10607,40.789,-73.971,40.781,-73.98,0,1,1
22355,40.72,-73.997,40.779,-73.946,21,1,1
11871,40.754,-73.97800000000002,40.755,-73.98,11,1,1
31517,40.731,-73.986,40.72,-73.995,20,1,1
48791,40.76300000000001,-73.96300000000002,40.751,-73.972,22,1,1
26511,40.739000000000004,-74.008,40.742,-74.0,14,1,1
41018,40.76,-73.991,40.736999999999995,-74.006,22,1,1
31190,40.741,-74.006,40.726,-73.995,19,1,1
55688,40.745,-73.985,40.75,-73.995,17,1,1
16880,40.725,-73.98100000000002,40.745,-73.976,21,1,1
32795,40.75,-73.988,40.760999999999996,-73.965,13,1,1
44370,40.774,-73.959,40.773,-73.947,23,1,1
9079,40.76300000000001,-73.97800000000002,40.779,-73.94800000000002,22,1,1
35092,40.764,-73.987,40.746,-73.95,2,1,1
36636,40.719,-73.999,40.762,-73.973,13,1,1
3896,40.708,-74.014,40.768,-73.987,23,1,1
504,40.756,-73.99,40.757,-73.972,11,1,1
40728,40.768,-73.982,40.754,-73.994,18,1,1
55337,40.749,-73.984,40.897,-73.869,4,1,1
59864,40.715,-73.992,40.718,-73.998,16,1,1
6671,40.719,-73.988,40.729,-74.001,1,1,1
3340,40.647,-73.789,40.74,-74.006,1,1,1
2184,40.751999999999995,-73.993,40.751,-73.983,15,1,1
36223,40.782,-73.95,40.774,-73.96,6,1,1
35004,40.771,-73.982,40.772,-73.95100000000002,17,1,1
52303,40.646,-73.78,40.746,-73.984,17,1,1
35337,40.765,-73.964,40.766,-73.956,10,1,1
23498,40.774,-73.985,40.861999999999995,-73.925,0,1,1
36428,40.74,-73.983,40.758,-73.984,8,1,1
10971,40.747,-73.997,40.739000000000004,-73.977,15,1,1
36709,40.769,-73.965,40.771,-73.95100000000002,13,1,1
44812,40.74,-74.0,40.73,-74.006,9,1,1
16905,40.724000000000004,-73.993,40.705999999999996,-74.01,22,1,1
7904,40.743,-73.97399999999998,40.732,-73.994,0,1,1
14550,40.771,-73.983,40.723,-73.99600000000002,22,1,1
7292,40.769,-73.982,40.774,-73.96,22,1,1
13558,40.731,-73.986,40.71,-73.99,8,1,1
59287,40.714,-74.014,40.724000000000004,-73.995,19,1,1
1375,40.762,-73.96600000000002,40.783,-73.949,17,1,1
25503,40.775,-73.965,40.743,-74.00399999999998,0,1,1
12464,40.749,-73.992,40.714,-74.014,8,1,1
4026,40.760999999999996,-73.999,40.765,-73.977,14,1,1
3281,40.762,-73.979,40.814,-73.941,13,1,1
1363,40.734,-74.006,40.736999999999995,-74.002,13,1,1
47335,40.762,-73.96300000000002,40.689,-73.973,1,1,1
9542,40.742,-73.985,40.760999999999996,-73.967,20,1,1
36941,40.719,-73.99,40.728,-73.982,2,1,1
22166,40.816,-73.943,40.806,-73.942,8,1,1
11874,40.734,-73.987,40.766999999999996,-73.953,0,1,1
59358,40.762,-73.97800000000002,40.753,-73.975,19,1,1
