,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,hour,weekend,weekday
340179,40.761,-73.974,40.78,-73.96,21,False,True
66091,40.723,-74.004,40.726,-73.999,15,False,True
402718,40.77,-73.959,40.804,-73.942,19,False,True
136870,40.735,-73.983,40.768,-73.957,0,False,True
425497,40.773,-73.876,40.714,-74.017,13,False,True
306440,40.758,-73.986,40.78,-73.957,22,False,True
466384,40.782,-73.956,40.78,-73.975,10,False,True
280277,40.755,-73.983,40.741,-73.999,13,False,True
280579,40.755,-73.983,40.753,-73.999,11,False,True
163988,40.741,-73.998,40.687,-73.972,22,False,True
198126,40.744,-73.974,40.711,-73.981,23,False,True
226876,40.749,-73.995,40.762,-73.987,6,False,True
175369,40.741,-73.98,40.723,-73.999,11,False,True
380239,40.767,-73.98,40.795,-73.969,13,False,True
413342,40.773,-73.983,40.777,-73.954,1,False,True
183389,40.744,-73.998,40.738,-73.999,11,False,True
325791,40.761,-73.989,40.738,-74.002,20,False,True
373404,40.767,-73.995,40.771,-73.984,13,False,True
457133,40.779,-73.95,40.753,-73.969,15,True,False
116956,40.732,-73.992,40.747,-73.978,14,False,True
76099,40.723,-73.98,40.714,-73.984,3,False,True
307459,40.758,-73.983,40.756,-73.987,16,False,True
25731,40.708,-74.016,40.747,-73.996,7,False,True
353057,40.764,-73.989,40.714,-73.987,13,False,True
495926,40.8,-73.959,40.744,-73.987,15,False,True
401053,40.77,-73.962,40.789,-73.96,9,False,True
270301,40.755,-73.998,40.771,-73.954,18,False,True
478316,40.788,-73.977,40.765,-73.987,13,True,False
327955,40.761,-73.986,40.744,-73.981,20,False,True
493851,40.797,-73.945,40.801,-73.936,4,False,True
338153,40.761,-73.974,40.741,-73.987,18,False,True
140550,40.738,-74.007,40.738,-73.987,18,False,True
357653,40.764,-73.983,40.768,-73.969,23,False,True
444544,40.776,-73.947,40.717,-73.966,14,True,False
16735,40.693,-73.965,40.744,-73.921,2,False,True
389675,40.767,-73.864,40.657,-73.981,19,False,True
285251,40.755,-73.977,40.771,-73.969,11,False,True
405292,40.77,-73.953,40.777,-73.954,18,False,True
460088,40.782,-73.983,40.786,-73.972,7,False,True
225000,40.749,-73.995,40.735,-74.011,18,True,False
255372,40.752,-73.986,40.762,-73.981,20,False,True
2087,40.642,-73.79,40.762,-73.987,17,True,False
494354,40.8,-73.971,40.78,-73.984,22,False,True
501371,40.812,-73.959,40.807,-73.966,11,False,True
26771,40.708,-74.01,40.678,-73.987,18,False,True
379834,40.767,-73.983,40.789,-73.981,19,False,True
150635,40.738,-73.989,40.726,-74.002,19,False,True
268806,40.755,-74.001,40.714,-73.96,22,False,True
362202,40.764,-73.974,40.756,-73.987,16,False,True
171499,40.741,-73.986,40.729,-73.996,3,False,True
59061,40.72,-73.992,40.741,-73.978,2,True,False
91034,40.726,-73.98,40.75,-73.978,9,False,True
447542,40.779,-73.983,40.777,-73.987,12,False,True
95616,40.729,-74.001,40.723,-73.987,14,False,True
247358,40.749,-73.947,40.75,-73.948,9,False,True
220627,40.749,-74.007,40.714,-74.017,20,False,True
16687,40.693,-73.971,40.726,-73.951,1,True,False
82858,40.726,-73.998,40.747,-73.99,18,False,True
298349,40.758,-73.995,40.75,-73.99,22,False,True
371665,40.764,-73.956,40.801,-73.963,2,False,True
42801,40.717,-74.01,40.756,-73.975,14,False,True
481087,40.788,-73.968,40.777,-73.957,12,True,False
33338,40.711,-73.945,40.723,-73.951,7,False,True
333857,40.761,-73.98,40.759,-73.99,6,True,False
492312,40.797,-73.971,40.792,-73.948,6,False,True
392492,40.77,-73.992,40.72,-74.002,19,False,True
325338,40.761,-73.992,40.777,-73.984,19,False,True
327304,40.761,-73.989,40.846,-73.942,20,True,False
411645,40.773,-73.983,40.714,-74.011,11,False,True
115624,40.732,-73.992,40.717,-74.008,11,False,True
469606,40.785,-73.983,40.768,-73.963,18,False,True
255180,40.752,-73.986,40.759,-73.99,3,False,True
116294,40.732,-73.992,40.732,-74.002,21,True,False
430365,40.773,-73.873,40.804,-73.966,10,False,True
290801,40.755,-73.971,40.795,-73.972,18,False,True
296476,40.758,-74.001,40.756,-73.996,18,False,True
215310,40.746,-73.98,40.729,-74.002,20,False,True
80054,40.726,-74.004,40.756,-73.993,4,True,False
414368,40.773,-73.98,40.765,-73.963,0,True,False
456426,40.779,-73.953,40.783,-73.957,14,False,True
78689,40.726,-74.007,40.759,-73.96,1,True,False
360073,40.764,-73.98,40.783,-73.957,14,False,True
267617,40.752,-73.962,40.762,-73.963,13,False,True
456717,40.779,-73.953,40.81,-73.954,23,False,True
479075,40.788,-73.977,40.789,-73.954,22,False,True
98093,40.729,-73.995,40.804,-73.963,23,False,True
297972,40.758,-73.995,40.729,-73.981,12,False,True
214521,40.746,-73.983,40.759,-73.969,10,False,True
460391,40.782,-73.98,40.714,-73.999,22,False,True
2811,40.642,-73.784,40.678,-73.957,0,False,True
233885,40.749,-73.989,40.756,-73.978,9,False,True
87467,40.726,-73.989,40.735,-74.011,21,False,True
482346,40.788,-73.95,40.777,-73.96,16,False,True
87848,40.726,-73.989,40.762,-73.981,10,False,True
198911,40.744,-73.974,40.762,-73.987,8,False,True
104344,40.729,-73.983,40.735,-73.981,21,False,True
504008,40.848,-73.939,40.813,-73.951,22,False,True
460458,40.782,-73.98,40.735,-73.996,11,False,True
478085,40.788,-73.977,40.753,-73.975,12,False,True
4872,40.642,-73.784,40.777,-73.957,18,False,True
238616,40.749,-73.98,40.732,-74.008,13,False,True
23815,40.705,-74.007,40.738,-73.978,18,False,True
148453,40.738,-73.992,40.726,-74.002,15,False,True
223126,40.749,-74.001,40.726,-74.002,15,True,False
351161,40.764,-73.998,40.72,-73.96,1,True,False
421568,40.773,-73.956,40.783,-73.954,22,False,True
245511,40.749,-73.974,40.765,-73.966,9,False,True
100325,40.729,-73.989,40.66,-73.99,1,True,False
101764,40.729,-73.989,40.75,-73.978,0,True,False
464568,40.782,-73.959,40.756,-73.969,14,True,False
126343,40.735,-74.001,40.723,-73.996,22,False,True
134824,40.735,-73.986,40.723,-74.005,9,False,True
387462,40.767,-73.956,40.783,-73.978,17,False,True
342111,40.761,-73.971,40.765,-73.969,23,False,True
169618,40.741,-73.992,40.777,-73.954,18,False,True
397794,40.77,-73.968,40.759,-73.975,15,False,True
461002,40.782,-73.98,40.771,-73.993,15,False,True
436914,40.776,-73.962,40.726,-73.984,11,True,False
384131,40.767,-73.962,40.771,-73.966,8,False,True
132784,40.735,-73.992,40.78,-73.981,10,True,False
380666,40.767,-73.971,40.768,-73.963,11,False,True
450119,40.779,-73.974,40.732,-73.999,13,False,True
271477,40.755,-73.995,40.756,-73.984,10,False,True
480584,40.788,-73.971,40.795,-73.975,15,True,False
271186,40.755,-73.995,40.747,-73.984,7,False,True
266554,40.752,-73.968,40.753,-73.975,18,False,True
386723,40.767,-73.956,40.759,-73.972,20,False,True
252180,40.752,-73.992,40.765,-73.999,17,False,True
80912,40.726,-74.001,40.726,-73.984,1,False,True
201457,40.746,-74.007,40.759,-74.002,14,False,True
336720,40.761,-73.977,40.765,-73.993,23,False,True
217003,40.746,-73.977,40.741,-73.99,21,False,True
313830,40.758,-73.974,40.768,-73.969,20,False,True
201579,40.746,-74.007,40.765,-73.984,20,False,True
67285,40.723,-74.001,40.732,-74.008,18,False,True
469359,40.782,-73.947,40.771,-73.96,23,False,True
178477,40.741,-73.93,40.753,-73.966,6,False,True
501666,40.812,-73.939,40.774,-73.96,11,False,True
368623,40.764,-73.962,40.783,-73.957,10,False,True
155498,40.738,-73.983,40.756,-73.987,8,False,True
490179,40.794,-73.965,40.777,-73.957,12,False,True
273557,40.755,-73.992,40.753,-73.975,14,False,True
359853,40.764,-73.98,40.774,-73.963,22,True,False
226926,40.749,-73.995,40.762,-73.981,5,False,True
106180,40.729,-73.974,40.756,-73.972,14,False,True
240778,40.749,-73.98,40.78,-73.963,18,False,True
176874,40.741,-73.977,40.729,-73.993,10,False,True
358543,40.764,-73.98,40.726,-74.002,5,False,True
72843,40.723,-73.989,40.702,-74.011,9,False,True
100843,40.729,-73.989,40.72,-73.99,23,False,True
200435,40.746,-74.013,40.732,-73.996,8,False,True
47308,40.717,-73.992,40.723,-73.99,19,True,False
430069,40.773,-73.873,40.78,-73.96,18,False,True
128525,40.735,-73.998,40.756,-73.975,16,True,False
44073,40.717,-74.007,40.786,-73.981,22,False,True
40887,40.714,-73.953,40.798,-73.966,2,True,False
295881,40.758,-74.004,40.777,-73.966,8,False,True
349484,40.761,-73.959,40.84,-73.945,6,False,True
366814,40.764,-73.965,40.768,-73.96,13,False,True
387972,40.767,-73.953,40.744,-73.996,15,False,True
221907,40.749,-74.004,40.726,-74.002,3,False,True
254899,40.752,-73.986,40.753,-73.996,2,False,True
255568,40.752,-73.986,40.768,-73.993,12,False,True
92646,40.729,-74.007,40.735,-73.99,21,False,True
430612,40.773,-73.873,40.882,-73.858,18,False,True
249302,40.752,-73.998,40.747,-74.008,6,False,True
272579,40.755,-73.992,40.735,-74.008,18,False,True
397511,40.77,-73.968,40.723,-73.999,16,False,True
385374,40.767,-73.959,40.756,-73.966,1,True,False
460187,40.782,-73.983,40.792,-73.975,17,True,False
362867,40.764,-73.971,40.705,-74.008,18,False,True
318192,40.758,-73.968,40.774,-73.912,17,True,False
400388,40.77,-73.962,40.765,-73.966,14,False,True
301696,40.758,-73.989,40.744,-73.99,9,False,True
351168,40.764,-73.998,40.723,-73.996,3,False,True
29946,40.711,-74.013,40.705,-74.008,8,False,True
433932,40.776,-73.98,40.726,-74.008,19,True,False
220483,40.749,-74.01,40.714,-73.993,20,False,True
102796,40.729,-73.986,40.735,-73.981,11,False,True
290425,40.755,-73.971,40.774,-73.957,21,False,True
421743,40.773,-73.956,40.807,-73.924,2,True,False
389938,40.767,-73.864,40.696,-73.936,11,False,True
65350,40.723,-74.007,40.744,-73.96,20,False,True
291197,40.755,-73.968,40.723,-73.993,16,False,True
134878,40.735,-73.986,40.726,-74.008,10,False,True
378567,40.767,-73.983,40.762,-73.978,10,False,True
403055,40.77,-73.956,40.744,-73.987,18,False,True
358021,40.764,-73.983,40.78,-73.981,16,False,True
302650,40.758,-73.989,40.762,-73.975,8,False,True
88872,40.726,-73.986,40.735,-73.987,14,False,True
15754,40.69,-73.983,40.693,-73.966,3,False,True
125398,40.735,-74.004,40.72,-73.987,21,False,True
22723,40.705,-74.01,40.75,-73.99,17,False,True
318798,40.758,-73.965,40.738,-73.987,9,False,True
133472,40.735,-73.989,40.732,-73.981,14,False,True
66173,40.723,-74.004,40.732,-74.011,20,False,True
347451,40.761,-73.962,40.741,-73.99,22,False,True
375580,40.767,-73.986,40.735,-73.993,12,False,True
82038,40.726,-74.001,40.783,-73.981,13,False,True
455116,40.779,-73.956,40.78,-73.951,19,False,True
430473,40.773,-73.873,40.825,-73.942,23,False,True
254365,40.752,-73.986,40.732,-74.005,19,False,True
82108,40.726,-73.998,40.609,-73.981,22,False,True
180953,40.744,-74.004,40.735,-73.99,19,False,True
189310,40.744,-73.989,40.747,-73.984,15,True,False
135426,40.735,-73.986,40.747,-73.99,13,False,True
363765,40.764,-73.971,40.771,-73.966,13,False,True
13170,40.681,-73.995,40.741,-74.008,3,False,True
186021,40.744,-73.992,40.675,-73.981,19,False,True
343939,40.761,-73.968,40.753,-73.987,14,True,False
362997,40.764,-73.971,40.735,-73.981,22,False,True
453206,40.779,-73.959,40.783,-73.957,9,True,False
249419,40.752,-73.998,40.753,-74.002,9,True,False
461340,40.782,-73.98,40.777,-73.951,0,False,True
323205,40.761,-73.998,40.759,-73.987,4,False,True
182001,40.744,-74.001,40.744,-73.993,14,False,True
221444,40.749,-74.007,40.762,-73.981,3,False,True
353445,40.764,-73.989,40.744,-73.975,0,True,False
157407,40.738,-73.974,40.756,-73.975,15,False,True
258493,40.752,-73.98,40.75,-73.987,9,False,True
37267,40.714,-74.01,40.747,-73.981,15,True,False
169224,40.741,-73.992,40.753,-73.981,22,False,True
45980,40.717,-73.998,40.75,-73.975,20,True,False
479870,40.788,-73.974,40.855,-73.933,22,False,True
89563,40.726,-73.986,40.759,-73.963,22,False,True
264476,40.752,-73.971,40.72,-73.999,14,False,True
89897,40.726,-73.986,40.822,-73.945,7,True,False
365797,40.764,-73.968,40.783,-73.984,16,False,True
430051,40.773,-73.873,40.78,-73.981,16,True,False
128479,40.735,-73.998,40.756,-73.996,21,False,True
400527,40.77,-73.962,40.768,-73.954,16,False,True
188533,40.744,-73.989,40.726,-74.008,8,False,True
293593,40.755,-73.965,40.756,-73.972,10,False,True
238031,40.749,-73.98,40.645,-73.792,15,False,True
478961,40.788,-73.977,40.783,-73.954,17,False,True
364733,40.764,-73.968,40.75,-73.978,10,True,False
185053,40.744,-73.995,40.741,-73.993,19,False,True
67288,40.723,-74.001,40.732,-74.005,13,False,True
234740,40.749,-73.986,40.642,-73.789,14,True,False
8793,40.645,-73.778,40.747,-73.957,17,True,False
122253,40.732,-73.983,40.774,-73.963,7,False,True
240515,40.749,-73.98,40.771,-73.96,0,False,True
410888,40.773,-73.986,40.738,-73.987,18,False,True
104482,40.729,-73.983,40.741,-74.005,23,False,True
309084,40.758,-73.98,40.75,-73.993,4,True,False
110336,40.732,-74.004,40.75,-73.975,21,False,True
440715,40.776,-73.956,40.777,-73.954,9,False,True
70663,40.723,-73.995,40.72,-73.96,14,False,True
130785,40.735,-73.992,40.714,-73.993,16,True,False
217825,40.746,-73.977,40.771,-73.96,20,False,True
497797,40.803,-73.965,40.759,-74.002,19,False,True
148343,40.738,-73.992,40.723,-74.005,19,False,True
82398,40.726,-73.998,40.72,-73.984,18,False,True
396419,40.77,-73.983,40.795,-73.966,22,False,True
425416,40.773,-73.876,40.702,-73.819,11,False,True
381117,40.767,-73.968,40.744,-73.984,18,False,True
307641,40.758,-73.983,40.759,-73.963,12,False,True
54993,40.72,-74.001,40.75,-73.99,0,False,True
386660,40.767,-73.956,40.756,-73.966,19,True,False
265206,40.752,-73.971,40.747,-73.957,21,False,True
502653,40.821,-73.956,40.798,-73.939,12,True,False
237022,40.749,-73.983,40.75,-73.996,18,False,True
4897,40.642,-73.784,40.78,-73.984,21,False,True
135546,40.735,-73.986,40.75,-73.978,1,False,True
1025,40.642,-73.793,40.675,-73.792,21,False,True
472271,40.785,-73.977,40.804,-73.969,16,False,True
222950,40.749,-74.004,40.777,-73.966,18,False,True
236655,40.749,-73.983,40.738,-74.005,17,False,True
348232,40.761,-73.962,40.771,-73.954,20,True,False
440546,40.776,-73.956,40.774,-73.963,16,True,False
271030,40.755,-73.995,40.744,-73.999,0,False,True
169401,40.741,-73.992,40.762,-73.993,16,True,False
68403,40.723,-73.998,40.714,-73.999,15,False,True
344187,40.761,-73.968,40.756,-73.969,20,False,True
408216,40.77,-73.867,40.666,-73.978,22,False,True
262377,40.752,-73.974,40.732,-74.008,18,False,True
72873,40.723,-73.989,40.708,-74.017,3,True,False
63481,40.72,-73.98,40.726,-73.987,21,False,True
137630,40.735,-73.98,40.75,-73.978,7,False,True
297382,40.758,-73.998,40.759,-73.984,18,False,True
146445,40.738,-73.998,40.897,-73.903,0,False,True
114983,40.732,-73.995,40.747,-73.975,23,False,True
401492,40.77,-73.959,40.747,-73.972,14,False,True
187496,40.744,-73.992,40.759,-73.978,9,False,True
307821,40.758,-73.983,40.765,-73.99,19,False,True
181384,40.744,-74.004,40.774,-73.987,21,False,True
452288,40.779,-73.959,40.75,-73.978,15,False,True
56284,40.72,-73.998,40.738,-73.984,0,False,True
396161,40.77,-73.983,40.783,-73.981,21,False,True
315833,40.758,-73.971,40.759,-73.969,0,False,True
437512,40.776,-73.962,40.768,-73.981,8,False,True
285846,40.755,-73.974,40.645,-73.783,8,False,True
190038,40.744,-73.989,40.774,-73.963,10,False,True
426766,40.773,-73.876,40.78,-73.981,22,False,True
150269,40.738,-73.989,40.702,-73.993,0,False,True
488937,40.794,-73.971,40.768,-73.864,9,False,True
348161,40.761,-73.962,40.771,-73.984,16,False,True
43337,40.717,-74.007,40.723,-73.999,12,False,True
432592,40.776,-73.983,40.765,-73.99,11,True,False
167405,40.741,-73.995,40.759,-73.924,21,False,True
82630,40.726,-73.998,40.732,-73.993,22,True,False
329213,40.761,-73.986,40.777,-73.981,14,False,True
237328,40.749,-73.983,40.759,-74.005,21,False,True
263051,40.752,-73.974,40.753,-73.984,11,False,True
160944,40.741,-74.007,40.759,-73.99,12,False,True
415302,40.773,-73.968,40.771,-73.984,19,False,True
376175,40.767,-73.986,40.756,-73.975,7,False,True
347626,40.761,-73.962,40.75,-73.975,7,False,True
502386,40.818,-73.956,40.807,-73.966,19,False,True
162436,40.741,-74.004,40.756,-73.999,21,False,True
220779,40.749,-74.007,40.726,-73.993,12,False,True
91251,40.726,-73.977,40.759,-73.981,12,False,True
415594,40.773,-73.965,40.747,-73.993,17,False,True
319810,40.758,-73.965,40.777,-73.987,19,False,True
65392,40.723,-74.007,40.747,-73.987,14,False,True
408886,40.77,-73.867,40.753,-73.936,18,False,True
495895,40.8,-73.962,40.846,-73.936,20,False,True
269043,40.755,-74.001,40.747,-73.987,19,False,True
342517,40.761,-73.971,40.774,-73.963,8,False,True
197199,40.744,-73.977,40.729,-73.975,22,True,False
18471,40.702,-74.013,40.711,-74.011,5,False,True
408322,40.77,-73.867,40.702,-74.014,10,False,True
311041,40.758,-73.977,40.75,-73.993,12,False,True
367856,40.764,-73.962,40.747,-73.981,16,False,True
50327,40.717,-73.959,40.714,-73.936,3,True,False
202476,40.746,-74.004,40.75,-73.996,6,False,True
154780,40.738,-73.983,40.732,-74.005,13,False,True
308919,40.758,-73.98,40.741,-73.978,10,False,True
407403,40.77,-73.947,40.855,-73.933,20,False,True
234578,40.749,-73.989,40.78,-73.954,1,False,True
152856,40.738,-73.986,40.72,-73.999,19,False,True
419253,40.773,-73.959,40.768,-73.963,19,False,True
490547,40.794,-73.953,40.783,-73.957,22,False,True
274357,40.755,-73.992,40.762,-73.957,6,False,True
447559,40.779,-73.983,40.777,-73.984,15,True,False
480746,40.788,-73.968,40.741,-73.999,21,False,True
23660,40.705,-74.007,40.726,-73.984,12,False,True
25587,40.708,-74.016,40.729,-73.987,20,False,True
121678,40.732,-73.983,40.744,-73.999,10,False,True
137850,40.735,-73.98,40.762,-73.984,12,False,True
71291,40.723,-73.995,40.744,-73.999,23,False,True
65665,40.723,-74.007,40.777,-73.957,23,False,True
504091,40.851,-73.939,40.789,-73.972,13,True,False
214066,40.746,-73.983,40.75,-74.008,15,False,True
34992,40.714,-74.016,40.75,-73.975,11,False,True
425264,40.773,-73.876,40.672,-73.993,10,False,True
243931,40.749,-73.977,40.801,-73.939,21,False,True
460766,40.782,-73.98,40.762,-73.99,13,False,True
384919,40.767,-73.959,40.732,-73.987,7,False,True
496076,40.8,-73.959,40.792,-73.972,15,False,True
9545,40.648,-73.787,40.726,-73.96,7,False,True
144911,40.738,-74.001,40.765,-73.993,0,False,True
368651,40.764,-73.962,40.789,-73.975,10,False,True
483678,40.791,-73.974,40.756,-73.99,21,False,True
328591,40.761,-73.986,40.759,-73.978,17,False,True
258445,40.752,-73.98,40.75,-73.993,7,False,True
378285,40.767,-73.983,40.759,-73.999,18,True,False
194046,40.744,-73.983,40.759,-73.993,18,False,True
87531,40.726,-73.989,40.738,-73.996,14,False,True
356400,40.764,-73.983,40.738,-73.993,23,False,True
146428,40.738,-73.998,40.795,-73.936,2,False,True
296121,40.758,-74.001,40.738,-74.008,9,False,True
231769,40.749,-73.992,40.762,-73.957,6,False,True
10664,40.651,-73.953,40.69,-73.993,6,False,True
104029,40.729,-73.983,40.726,-74.005,22,False,True
232251,40.749,-73.992,40.774,-73.981,20,False,True
175092,40.741,-73.983,40.789,-73.942,23,False,True
427479,40.773,-73.873,40.696,-73.984,10,True,False
246693,40.749,-73.971,40.756,-73.969,6,False,True
129322,40.735,-73.995,40.726,-73.987,14,False,True
202503,40.746,-74.004,40.75,-73.99,14,False,True
210871,40.746,-73.989,40.861,-73.93,8,False,True
97359,40.729,-73.995,40.723,-73.849,23,False,True
291241,40.755,-73.968,40.726,-73.999,15,True,False
154143,40.738,-73.986,40.765,-73.957,21,False,True
148944,40.738,-73.992,40.738,-73.999,14,False,True
238554,40.749,-73.98,40.729,-73.996,19,False,True
497662,40.803,-73.968,40.807,-73.948,8,False,True
94115,40.729,-74.004,40.735,-74.002,9,False,True
203716,40.746,-73.998,40.735,-73.987,17,False,True
330840,40.761,-73.983,40.75,-73.969,18,False,True
495718,40.8,-73.962,40.786,-73.978,7,False,True
99656,40.729,-73.992,40.753,-73.999,15,True,False
40958,40.714,-73.95,40.759,-73.927,6,True,False
269089,40.755,-74.001,40.75,-73.99,8,False,True
479183,40.788,-73.977,40.798,-73.972,11,True,False
186418,40.744,-73.992,40.729,-73.981,1,False,True
369094,40.764,-73.959,40.756,-73.969,16,True,False
458382,40.779,-73.947,40.765,-73.864,12,False,True
460560,40.782,-73.98,40.75,-73.996,0,False,True
299111,40.758,-73.992,40.645,-73.777,15,False,True
429969,40.773,-73.873,40.774,-73.873,15,False,True
436810,40.776,-73.965,40.792,-73.975,15,True,False
12538,40.678,-73.983,40.681,-73.924,13,False,True
194724,40.744,-73.98,40.72,-74.002,9,False,True
132928,40.735,-73.989,40.639,-73.789,11,False,True
151316,40.738,-73.989,40.744,-73.993,21,False,True
257214,40.752,-73.983,40.774,-73.963,10,False,True
485557,40.791,-73.968,40.774,-73.993,11,False,True
27242,40.708,-74.01,40.759,-73.99,14,False,True
132717,40.735,-73.992,40.774,-73.99,12,False,True
179586,40.744,-74.007,40.732,-74.008,13,True,False
401939,40.77,-73.959,40.765,-73.975,19,False,True
483434,40.791,-73.977,40.798,-73.972,17,False,True
184151,40.744,-73.998,40.789,-73.966,1,True,False
7796,40.645,-73.781,40.627,-74.029,12,True,False
391974,40.767,-73.864,40.774,-73.876,5,True,False
323945,40.761,-73.995,40.762,-73.987,15,True,False
477577,40.788,-73.98,40.774,-73.981,6,False,True
234401,40.749,-73.989,40.768,-73.963,22,False,True
206219,40.746,-73.995,40.762,-73.978,11,False,True
200535,40.746,-74.01,40.735,-73.987,23,False,True
36749,40.714,-74.01,40.723,-73.981,22,False,True
277137,40.755,-73.989,40.762,-73.999,18,False,True
486332,40.791,-73.965,40.759,-73.981,7,False,True
418177,40.773,-73.962,40.78,-73.957,7,False,True
52991,40.72,-74.007,40.735,-74.008,10,False,True
43525,40.717,-74.007,40.732,-73.993,13,False,True
79366,40.726,-74.004,40.729,-74.005,19,True,False
193399,40.744,-73.983,40.741,-73.999,21,False,True
420080,40.773,-73.956,40.681,-73.96,1,False,True
215615,40.746,-73.98,40.741,-73.987,11,False,True
168751,40.741,-73.992,40.738,-73.978,8,False,True
157067,40.738,-73.977,40.75,-73.978,17,False,True
94714,40.729,-74.004,40.753,-73.984,21,False,True
191241,40.744,-73.986,40.747,-73.984,17,False,True
441651,40.776,-73.953,40.723,-73.993,0,False,True
206167,40.746,-73.995,40.759,-73.972,20,False,True
88735,40.726,-73.986,40.732,-73.999,22,False,True
492147,40.797,-73.971,40.786,-73.978,11,False,True
3500,40.642,-73.784,40.723,-74.005,19,False,True
274665,40.755,-73.992,40.768,-73.984,17,False,True
457448,40.779,-73.95,40.768,-73.963,13,False,True
337624,40.761,-73.974,40.72,-73.999,21,False,True
81788,40.726,-74.001,40.759,-73.987,14,False,True
187400,40.744,-73.992,40.756,-73.966,13,True,False
369417,40.764,-73.959,40.771,-73.966,15,False,True
25263,40.708,-74.016,40.642,-73.786,14,False,True
127947,40.735,-73.998,40.735,-73.987,16,False,True
241217,40.749,-73.977,40.711,-74.014,12,False,True
268765,40.755,-74.001,40.666,-73.984,17,False,True
269127,40.755,-74.001,40.75,-73.978,16,False,True
32930,40.711,-73.959,40.72,-73.999,12,True,False
51675,40.72,-74.01,40.714,-74.017,6,False,True
398555,40.77,-73.965,40.75,-73.987,16,False,True
177710,40.741,-73.977,40.768,-73.957,12,False,True
164189,40.741,-73.998,40.72,-73.996,23,False,True
391316,40.767,-73.864,40.759,-73.999,19,False,True
34463,40.714,-74.016,40.726,-74.011,16,True,False
434782,40.776,-73.98,40.777,-73.987,18,False,True
451368,40.779,-73.962,40.765,-73.975,15,False,True
200056,40.744,-73.924,40.759,-73.915,11,False,True
262216,40.752,-73.974,40.717,-73.954,1,False,True
501992,40.815,-73.959,40.834,-73.945,18,False,True
379165,40.767,-73.983,40.771,-73.954,21,False,True
332434,40.761,-73.98,40.702,-74.011,15,False,True
442789,40.776,-73.953,40.771,-73.948,12,False,True
102494,40.729,-73.986,40.72,-73.984,23,False,True
218297,40.746,-73.974,40.723,-73.981,0,False,True
40828,40.714,-73.953,40.714,-73.945,21,False,True
219520,40.746,-73.974,40.825,-73.924,10,False,True
53631,40.72,-74.004,40.711,-74.011,10,False,True
133320,40.735,-73.989,40.726,-73.987,0,False,True
367922,40.764,-73.962,40.75,-73.978,12,False,True
261159,40.752,-73.977,40.756,-73.99,22,False,True
14955,40.687,-73.977,40.687,-73.963,3,False,True
245958,40.749,-73.974,40.825,-73.951,6,False,True
223367,40.749,-74.001,40.783,-73.981,21,False,True
484835,40.791,-73.971,40.759,-73.993,13,False,True
132191,40.735,-73.992,40.75,-73.996,9,False,True
136478,40.735,-73.983,40.732,-73.984,12,False,True
292349,40.755,-73.968,40.759,-73.987,7,False,True
49097,40.717,-73.989,40.735,-74.002,0,True,False
241375,40.749,-73.977,40.72,-73.99,19,False,True
191735,40.744,-73.986,40.756,-73.933,22,False,True
370823,40.764,-73.956,40.759,-73.927,13,False,True
75281,40.723,-73.986,40.762,-73.966,3,False,True
176738,40.741,-73.977,40.711,-73.819,0,False,True
193236,40.744,-73.983,40.738,-74.038,22,False,True
349510,40.761,-73.956,40.669,-73.987,15,False,True
223189,40.749,-74.001,40.738,-73.996,17,False,True
295901,40.758,-74.004,40.786,-73.957,16,False,True
31631,40.711,-74.007,40.702,-73.99,11,False,True
202362,40.746,-74.004,40.744,-74.002,14,False,True
185678,40.744,-73.995,40.762,-73.978,8,False,True
156650,40.738,-73.98,40.765,-73.96,20,False,True
365726,40.764,-73.968,40.777,-73.945,13,False,True
453638,40.779,-73.956,40.723,-74.005,19,False,True
14335,40.684,-73.968,40.69,-73.93,20,True,False
496736,40.8,-73.936,40.732,-73.99,6,False,True
478471,40.788,-73.977,40.771,-73.984,18,False,True
39464,40.714,-73.995,40.735,-73.999,16,False,True
314210,40.758,-73.974,40.777,-73.96,19,False,True
170593,40.741,-73.989,40.756,-73.984,13,False,True
422016,40.773,-73.953,40.75,-73.978,14,False,True
151491,40.738,-73.989,40.747,-73.984,15,True,False
458579,40.779,-73.947,40.777,-73.957,9,False,True
495188,40.8,-73.968,40.804,-73.969,9,False,True
58484,40.72,-73.995,40.786,-73.954,2,True,False
59543,40.72,-73.989,40.693,-73.996,2,False,True
264504,40.752,-73.971,40.72,-73.789,0,False,True
65929,40.723,-74.004,40.714,-73.99,0,False,True
219146,40.746,-73.974,40.759,-73.987,18,False,True
490705,40.794,-73.95,40.81,-73.963,0,False,True
256769,40.752,-73.983,40.753,-73.993,8,False,True
163118,40.741,-74.001,40.735,-74.002,9,False,True
116699,40.732,-73.992,40.741,-73.981,0,True,False
404523,40.77,-73.953,40.747,-73.984,6,False,True
278060,40.755,-73.986,40.72,-73.99,19,False,True
471184,40.785,-73.977,40.729,-74.008,13,False,True
290155,40.755,-73.971,40.768,-73.963,19,False,True
138448,40.738,-74.01,40.702,-74.017,16,False,True
351095,40.764,-74.001,40.756,-73.99,8,True,False
68820,40.723,-73.998,40.726,-73.993,22,False,True
219183,40.746,-73.974,40.759,-73.969,10,False,True
445269,40.776,-73.947,40.786,-73.957,11,False,True
